word,clean_word,sentiment
عويل,عويل,neg
تخبط,تخبط,neg
تضاؤل,تضاءل,neg
انحسار,انحسار,neg
وحشي,وحشي,neg
مثل الحرب,الحرب,neg
بحذر,بحذر,neg
حذر,حذر,neg
مولع بالحرب,مولع بالحرب,neg
حذر,حذر,neg
تحذير,تحذير,neg
انفتل,انفتل,neg
مشوه,مشوه,neg
حذر,حذر,neg
ناصل,ناصل,neg
المخلفات,المخلفات,neg
ضائع,ضاءع,neg
مسرف,مسرف,neg
تبذير,تبذير,neg
تبذير,تبذير,neg
المياه إلى أسفل,المياه اسفل,neg
مخفف,مخف,neg
صعب المراس,صعب المراس,neg
ضعيف,ضعيف,neg
إضعاف,اضعاف,neg
ضعف,ضعف,neg
أضعف,اضعف,neg
ضعف,ضعف,neg
نقاط الضعف,نقاط الضعف,neg
ضجر,ضجر,neg
متعب,متعب,neg
سئم,سءم,neg
وتد,وتد,neg
عشبة ضارة,عشبه ضاره,neg
تباكى,تباكي,neg
عجيب,عجيب,neg
بغرابة,بغرابه,neg
تملق,تملق,neg
تذمر,تذمر,neg
أنين,انين,neg
الأنين,الانين,neg
متذمر,متذمر,neg
السياط,السياط,neg
عاهرة,عاهره,neg
القحبة,القحبه,neg
شرير,شرير,neg
شريرة,شريره,neg
شر,شر,neg
بري,بري,neg
بعنف,بعنف,neg
الحيل,الحيل,neg
ذبول,ذبول,neg
مراوغ,مراوغ,neg
جبان,جبان,neg
جفل,جفل,neg
تمايل,تمايل,neg
تتهادى,تهادي,neg
التذبذب,التذبذب,neg
ويل,ويل,neg
woebegone,,neg
محزن,محزن,neg
يرثى له,يرثي,neg
الفاسق,الفاسق,neg
معاشرة النساء,معاشره النساء,neg
لبس,لبس,neg
قلق,قلق,neg
بقلق,بقلق,neg
worrier,,neg
المخاوف,المخاوف,neg
مقلق,مقلق,neg
قلق,قلق,neg
مقلق,مقلق,neg
بشكل مثير للقلق,مثير لقلق,neg
أسوأ,اسوا,neg
تتفاقم,تفاقم,neg
تدهور,تدهور,neg
أسوأ,اسوا,neg
عديم القيمة,عديم القيمه,neg
worthlessly,,neg
التفاهه,التفاه,neg
جرح,جرح,neg
الجروح,الجروح,neg
مشاحنة,مشاحنه,neg
غيظ,غيظ,neg
تعيث,تعيث,neg
عاثت,عاثت,neg
اشاعت,اشاعت,neg
تدمير,تدمير,neg
انتزع,انتزع,neg
تصارع,تصارع,neg
البائس,الباءس,neg
ردئ,ردء,neg
بائس,باءس,neg
بؤس,بءس,neg
تجعد,تجعد,neg
متجعد,متجعد,neg
التجاعيد,التجاعيد,neg
wrip,,neg
wripped,,neg
wripping,,neg
تلوى,تلوي,neg
خاطئ,خاطء,neg
ظالم,ظالم,neg
على خطأ,خطا,neg
معمول,معمول,neg
تثاءب,تثاءب,neg
انطلق,انطلق,neg
انطلق,انطلق,neg
ينطلق,ينطلق,neg
متعصب,متعصب,neg
متحمس,متحمس,neg
بحماس,بحماس,neg
غيبوبة,غيبوبه,neg
ابقي قابلني,ابقي قابلني,neg
ابن الاحبي,ابن الاحبي,neg
ابن القرعه,ابن القرعه,neg
ابن المره,ابن المره,neg
ابن المنحوسة,ابن المنحوسه,neg
ابن الهرمه,ابن الهرمه,neg
ابن جزمه,ابن جزمه,neg
اتقو الله,اتقو اله,neg
اتكسف علي دمك,اتكسف دمك,neg
اتكسفوا علي دمكم,اتكسفوا دمكم,neg
اتمسح بينا الأرض,اتمسح بينا الارض,neg
اتمسح بيه الارض,اتمسح بيه الارض,neg
اتمسح بيه البلاط,اتمسح بيه البلاط,neg
اتمسح بيهم الارض,اتمسح بيهم الارض,neg
احترم نفسك,احترم نفسك,neg
احساس وحش ,احساس وحش,neg
اخبط دماغك فالحيط,اخبط دماغك فالحيط,neg
اخص علي,اخص,neg
ارحمني بئه,ارحمني بءه,neg
ارمي نفسي,ارمي نفسي,neg
ازاي بقي,ازاي بقي,neg
اسمع كلامك اصدقك,اسمع كلامك اصدقك,neg
اسوء منهم مفيش,اسوء منهم مفيش,neg
اشكال زباله,اشكال زباله,neg
اشوف فيك يوم,اشوف فيك,neg
اصحاب سوابق ,اصحاب سوابق,neg
اعمل ايه طيب ,اعمل ايه طيب,neg
اعمل لكم ايه,اعمل ايه,neg
اقر ع ونزهي,اقر ونزهي,neg
الاشكال دي,الاشكال دي,neg
البلا الأرزق,البلا الارزق,neg
العب غيرها,العب غيرها,neg
العين الحمرا,العين الحمرا,neg
الغايب ملوش نايب,الغايب ملوش نايب,neg
الغباء له ناسه,الغباء ناسه,neg
الله يحرقك,اله يحرقك,neg
الله يحرقكو,اله يحرقكو,neg
الله يخرب بيتك,اله يخرب بيتك,neg
اللهي تتشك في,الهي تشك,neg
اللهي تنشك في,الهي تنشك,neg
اللي اختاشو ماتو,اختاشو ماتو,neg
اله ادب,اله ادب,neg
اله ادبك,اله ادبك,neg
اليل الادب,اليل الادب,neg
اليله الادب,اليله الادب,neg
امري لله ,امري,neg
انا استفدت ايه,استفدت ايه,neg
انا غلطان,غلطان,neg
انا مشروخ,مشروخ,neg
انا هنتحر,هنتحر,neg
انت مال امك,مال امك,neg
انت ملكيش عازه,ملكيش عازه,neg
اهبل برياله,اهبل برياله,neg
اولالات الادب,اولالات الادب,neg
اي بطيخ ,بطيخ,neg
اي كلام,كلام,neg
ايام سوده,سوده,neg
اين أنت يا انشراح,اين انشراح,neg
ايه اللي انت بتقوله ده,ايه بتقوله ده,neg
إنسان مشروخ ,انسان مشروخ,neg
أنت فين يا انشراح,فين انشراح,neg
أي بطيخ و السلام,بطيخ السلام,neg
بالذمه ده,بالذمه ده,neg
بالذمه دي,بالذمه دي,neg
بالعند فيك,بالعند فيك,neg
بالعند فيكم,بالعند فيكم,neg
بالعند فيكي,بالعند فيكي,neg
بتاع كلام,بتاع كلام,neg
بتاع مصلحته,بتاع مصلحته,neg
بتاع مصلحه,بتاع مصلحه,neg
بتلاته مليم,بتلاته,neg
بتلحس جزم,بتلحس جزم,neg
بتلعب علي,بتلعب,neg
بتلقح كلام,بتلقح كلام,neg
بتوع مصالح,بتوع مصالح,neg
بتوع مصلحتكم,بتوع مصلحتكم,neg
بتوع مصلحتهم,بتوع مصلحتهم,neg
بتوع مصلحه,بتوع مصلحه,neg
بعد ايه,ايه,neg
بلا خوته,بلا خوته,neg
بلا خيبه,بلا خيبه,neg
بلا وكسه,بلا وكسه,neg
بلاش قرف,بلاش قرف,neg
بن المره,المره,neg
بنت جزمه,بنت جزمه,neg
بيضحك علي,بيضحك,neg
بيعيد و يزيد,بيعيد يزيد,neg
بيلحس جزم,بيلحس جزم,neg
بيلقح كلام,بيلقح كلام,neg
بيئه اوى,بيءه اوي,neg
بيئه جدا,بيءه,neg
تاعب نفسه ع الفاضي,تاعب الفاضي,neg
تاعب نفسه علي الفاضي,تاعب الفاضي,neg
تحرق الدم,تحرق الدم,neg
تحرقلي دمي,تحرقلي دمي,neg
تحس علي دمها,تحس دمها,neg
تربية شوارع,تربيه شوارع,neg
تصفية حسابات,تصفيه حسابات,neg
تضحك علينا,تضحك علينا,neg
تطلع عين,تطلع,neg
تطلع عينها,تطلع عينها,neg
تطلع عينو,تطلع عينو,neg
تعبلي اعصابي,تعبلي اعصابي,neg
تفكير منحط,تفكير منحط,neg
تقل دم,تقل دم,neg
تقيل علي قلبي,تقيل قلبي,neg
توب علينا يا رب,توب علينا رب,neg
تيجي علي,تيجي,neg
تيجي علي حد,تيجي حد,neg
تيجي علي كرامتك,تيجي كرامتك,neg
تيجي علي نفسك,تيجي نفسك,neg
جاب اخره,جاب اخره,neg
جاب ضلفها,جاب ضلفها,neg
جاب ورا,جاب ورا,neg
جاتنا نيله في حظنا الهباب ,جاتنا نيله حظنا الهباب,neg
جت علي دي,جت دي,neg
جتك القرف,جتك القرف,neg
جتك نيله,جتك نيله,neg
جتكم القرف,جتكم القرف,neg
جتكم نيله,جتكم نيله,neg
جتكو القرف,جتكو القرف,neg
جتكو نيله,جتكو نيله,neg
جتنا نيله,جتنا نيله,neg
جتنك خيبه,جتنك خيبه,neg
جتنكم خيبه,جتنكم خيبه,neg
جتني خيبه,جتني خيبه,neg
جتها نيله,جتها نيله,neg
جنان رسمي,جنان رسمي,neg
جيت علي الجرح,جيت الجرح,neg
حاجه تجنن,حاجه تجن,neg
حاجه تعل,حاجه تعل,neg
حاجه تكسف,حاجه تكسف,neg
حاجه غلط,حاجه غلط,neg
حافظ مش فاهم,حافظ مش فاهم,neg
حباله طويله,حباله طويله,neg
حد وجهلك كلام,حد وجهلك كلام,neg
حرقلي دمي,حرقلي دمي,neg
حموت بغيظي,حموت بغيظي,neg
خساره مابعدها خساره,خساره مابعدها خساره,neg
خليك عاقل,خليك عاقل,neg
خليك واضح,خليك واضح,neg
خليني ساكت,خليني ساكت,neg
خيال مآته,خيال ماته,neg
داهيه تاخدك,داهيه تاخدك,neg
دم تقيل,دم تقيل,neg
دمه تقيل,دمه تقيل,neg
دمها تقيل,دمها تقيل,neg
دمهم تقيل,دمهم تقيل,neg
ده آخره,ده اخره,neg
ده تو ماتش,ده تو ماتش,neg
ده مستواكم,ده مستواكم,neg
دهيه تاخدك,دهيه تاخدك,neg
ذمتك استك,ذمتك استك,neg
ذمتكم استك,ذمتكم استك,neg
ذمته استك,ذمته استك,neg
راجل اخطبوط,راجل اخطبوط,neg
ربنا ياخدك,ربنا ياخدك,neg
ربنا يخد,ربنا يخد,neg
ربنا يخدك,ربنا يخدك,neg
ربنا يخدكم,ربنا يخدكم,neg
ربنا يخده,ربنا يخده,neg
ربنا يهده,ربنا يهده,neg
ربنا يهديك,ربنا يهديك,neg
رجاله شمال,رجاله,neg
رنوه علقه,رنوه علقه,neg
روحي طلعت,روحي طلعت,neg
ريبورت سبام,ريبورت سبام,neg
زغرطي يا انشراح,زغرطي انشراح,neg
زي النيله,زي النيله,neg
ستين نيله,نيله,neg
سد نفسي,سد نفسي,neg
شايل من,شايل,neg
شكلك وحش,شكلك وحش,neg
شويه ضمير,شويه ضمير,neg
ضحك عليا,ضحك عليا,neg
ضحك عليك,ضحك,neg
ضحك علينا,ضحك علينا,neg
ضرب الجزم,ضرب الجزم,neg
ضرب تحت الحزام,ضرب الحزام,neg
ضربه علي قفاه,ضربه قفاه,neg
ضمايرها ماتت,ضمايرها مات,neg
ضمايرهم ماتت,ضمايرهم مات,neg
ضميرها ميت,ضميرها ميت,neg
ضيعت وقتي,ضيعت وقتي,neg
طابور خامس,طابور,neg
طب بالذمه,طب بالذمه,neg
طلع عين,طلع,neg
طلعان عين,طلعان,neg
ع الفاضي,الفاضي,neg
عامل فيها,عامل,neg
عامل نفسه من بنها,عامل بنها,neg
عزبه ابوهم,عزبه ابوهم,neg
عشان تتربي,عشان تربي,neg
عشان يتربي,عشان يتربي,neg
عقده الخواجه,عقده الخواجه,neg
علي الحركرك,الحركرك,neg
علي الفاضي,الفاضي,neg
علي جثتنا,جثتنا,neg
علي جثتي,جثتي,neg
علي راسه بطحه,راسه بطحه,neg
علي راسه ريشه,راسه ريشه,neg
علي عينك يا تاجر,عينك تاجر,neg
علي قلبه مراوح,قلبه مراوح,neg
عليه العوض,العوض,neg
غصب عن,غصب,neg
غطيني و صوتي,غطيني صوتي,neg
غطيني وصوتي,غطيني وصوتي,neg
غلطه عمري,غلطه عمري,neg
فاكر نفسه ايه,فاكر ايه,neg
فرخه دايخه,فرخه دايخه,neg
في المشمش,المشمش,neg
في نص هدومه,نص هدومه,neg
فيك كل العبر,فيك العبر,neg
فيكم كل العبر,فيكم العبر,neg
فيه كل العبر,العبر,neg
قاعد علي قلبه,قاعد قلبه,neg
قاعد علي قلبي,قاعد قلبي,neg
قعد علي قلبهم,قعد قلبهم,neg
قلب علي المواجع,قلب المواجع,neg
قلب عليا المواجع,قلب عليا المواجع,neg
قلب عليكم المواجع,قلب عليكم المواجع,neg
قلب علينا المواجع,قلب علينا المواجع,neg
قلبي وجعني,قلبي وجعني,neg
قلشت منك,قلشت منك,neg
كابس علي نفسنا,كابس نفسنا,neg
كان احسن,احسن,neg
كان من الاول,,neg
كده تو ماتش,كده تو ماتش,neg
كرسي في الكلوب,كرسي الكلوب,neg
كلام فارغ ,كلام فارغ,neg
كلام فاضي,كلام فاضي,neg
لا إحساس,احساس,neg
لا بيودي ولا يبجيب,بيودي يبجيب,neg
لا ضمير,ضمير,neg
لا ياشيخ,ياشيخ,neg
لاإحساس,لااحساس,neg
لازم تتربي,لازم تربي,neg
لازم يتربي,لازم يتربي,neg
لاضمير,لاضمير,neg
لبس في الحيطه,لبس الحيطه,neg
لبست في الحيطه,لبست الحيطه,neg
لبسنا في الحيطه,لبسنا الحيطه,neg
لسانه طويل,لسانه طويل,neg
لسه فاكر,لسه فاكر,neg
لف ودوران,لف ودوران,neg
لقح كلام,لقح كلام,neg
ليه كده,ليه كده,neg
ليه يا تري يا هل تري,ليه تري تري,neg
ليه يعني,ليه يعني,neg
ليهم عين,ليهم,neg
ما حدش هيسال فيا,حدش هيسال فيا,neg
ما حدش هيسال فيك,حدش هيسال فيك,neg
ما حدش هيسال فيكم,حدش هيسال فيكم,neg
ما عندكش شخصيه,عندكش شخصيه,neg
ما عندكيش شخصيه,عندكيش شخصيه,neg
ما فيش فايده,فيش فايده,neg
ما يصحش,يصحش,neg
مات الكلام,مات الكلام,neg
ماتحسن ملافظك,ماتحسن ملافظك,neg
ماضفتش جديد,ماضفتش جديد,neg
ماعندكش دم,ماعندكش دم,neg
ماعندكش شخصيه,ماعندكش شخصيه,neg
ماعندكيش دم,ماعندكيش دم,neg
ماعندكيش شخصيه,ماعندكيش شخصيه,neg
مافيش فايده,مافيش فايده,neg
ماكنتش مبسوطه,ماكنتش مبسوطه,neg
ماكنش العشم,ماكنش العشم,neg
ماكنش مبسوط,ماكنش مبسوط,neg
مبقاش يفرق,مبقاش يفرق,neg
مبيحسوش,مبيحسوش,neg
متعقدنيش ,متعقدنيش,neg
متعقدهاش ,متعقدهاش,neg
محتاج يتربي,محتاج يتربي,neg
محتاجه تتربي,محتاجه تربي,neg
محد فهم,محد فهم,neg
محدش عارف حاجه,محدش عارف حاجه,neg
محدش فاهم,محدش فاهم,neg
محدش هيسال فيا,محدش هيسال فيا,neg
محدش هيسال فيك,محدش هيسال فيك,neg
محدش هيعبرك,محدش هيعبرك,neg
مخه صغير,مخه صغير,neg
مزودها شويه,مزودها شويه,neg
مستواه نزل,مستواه نزل,neg
مستواها نزل,مستواها نزل,neg
مسلطين علي,مسلطين,neg
مش اوي,مش اوي,neg
مش طايق,مش طايق,neg
مش طايق نفسه,مش طايق,neg
مش طايق نفسي,مش طايق نفسي,neg
مش طايقاك,مش طايقاك,neg
مش عيب عليك,مش عيب,neg
مش عيب عليكم,مش عيب عليكم,neg
مش فاهم,مش فاهم,neg
مش فاهم حاجه,مش فاهم حاجه,neg
مش كفايه,مش كفايه,neg
مش لاقي اللضي,مش لاقي الضي,neg
مش متربي ,مش متربي,neg
مش مستحمله,مش مستحمله,neg
مش ناقص,مش ناقص,neg
مش ناقصاك,مش ناقصاك,neg
مش ناقصك,مش ناقصك,neg
مش ناقصه,مش ناقصه,neg
مش هيعبرك,مش هيعبرك,neg
مش ولا بد,مش,neg
مش ولابد,مش ولابد,neg
معندكش دم,معندكش دم,neg
معندكيش دم,معندكيش دم,neg
معندهاش إحساس,معندهاش احساس,neg
معندهاش دم,معندهاش دم,neg
معندهاش ضمير,معندهاش ضمير,neg
معندهمش دم,معندهمش دم,neg
معندهوش إحساس,معندهوش احساس,neg
معندهوش دم,معندهوش دم,neg
معندهوش ضمير,معندهوش ضمير,neg
معندهومش إحساس,معندهومش احساس,neg
معندهومش دم,معندهومش دم,neg
معندهومش ضمير,معندهومش ضمير,neg
معندوش دم,معندوش دم,neg
مفيش إحساس,مفيش احساس,neg
مفيش ضمير,مفيش ضمير,neg
مفيش فايده,مفيش فايده,neg
مفيهوش روح,مفيهوش روح,neg
"من غير لف ودوران
",لف ودوران,neg
منتظرين منها إيه,منتظرين,neg
منظره فاضيه,منظره فاضيه,neg
منفاخ محمي,منفاخ محمي,neg
منيل بنيله,منيل بنيله,neg
مودي وحش,مودي وحش,neg
ميتين ابوه,ميتين ابوه,neg
ميتين امه,ميتين امه,neg
ميتين اهلك,ميتين اهلك,neg
مين ده,مين ده,neg
ناس بيئه,ناس بيءه,neg
نزل من عيني,نزل عيني,neg
نشطاء السبوبه,نشطاء السبوبه,neg
نقطنا بسكاتك,نقطنا بسكاتك,neg
نهار اسود,نهار اسود,neg
نهارك مش فايت,نهارك مش فايت,neg
نهاركم اسود,نهاركم اسود,neg
نهايته سودا,نهايته سودا,neg
هات ضلفها,هات ضلفها,neg
هذي والله,واله,neg
هو استفاد ايه,استفاد ايه,neg
هو في ايه,ايه,neg
هو مفيش غير,مفيش,neg
هوه ده الي ربنا قدركم عليه,هوه ده ربنا قدركم,neg
هي استفادت ايه,استفادت ايه,neg
هي ناقصه,ناقصه,neg
هيطلع ايه يعني ,هيطلع ايه يعني,neg
واقف في زوري ,واقف زوري,neg
واللي بيتشددولهم,والي بيتشدولهم,neg
وانا ليه,وانا ليه,neg
ولا اعمل ايه,اعمل ايه,neg
ولاد مره,ولاد مره,neg
ولاد وسخه,ولاد وسخه,neg
يا بت,بت,neg
يا بعيد,بعيد,neg
يا خبر اسود,خبر اسود,neg
يا خسارتك,خسارتك,neg
يا خسارتكم,خسارتكم,neg
يا خساره,خساره,neg
يا رب توب علينا,رب توب علينا,neg
يا روح امك,روح امك,neg
يا روح اومك,روح اومك,neg
يا روح أمكم,روح امكم,neg
يا روح خالتك,روح خالتك,neg
يا روح طنط,روح طنط,neg
يا فرحه ما تمت,فرحه تمت,neg
يا لهوي,لهوي,neg
يا نهار اسود,نهار اسود,neg
يابت,يابت,neg
ياخسارتك,ياخسارتك,neg
ياخسارتكم,ياخسارتكم,neg
ياخساره,ياخساره,neg
ياكش تولع,ياكش تولع,neg
ياكش يولعوا,ياكش يولعوا,neg
ياما تحت السهاوي دهاوي,ياما السهاوي دهاوي,neg
يانهار اسود,يانهار اسود,neg
يانهر اسود,يانهر اسود,neg
يحرقلي دمي,يحرقلي دمي,neg
يخبط دماغه فالحيط,يخبط دماغه فالحيط,neg
يخرب بيت,يخرب بيت,neg
يخرب بيتك,يخرب بيتك,neg
يخرب بيوتكم,يخرب بيوتكم,neg
يضحك علينا,يضحك علينا,neg
يضحكوا علينا,يضحكوا علينا,neg
يطلع عين,يطلع,neg
يطلع عينو,يطلع عينو,neg
يعني ايه,يعني ايه,neg
يكحلها عماها,يكحلها عماها,neg
يلعن ابو,يلعن ابو,neg
يلعن سلسفيل,يلعن سلسفيل,neg
ييجي علي,يجي,neg
 يا كبير,كبير,pos
احلي حاجه,احلي حاجه,pos
احلي واحد,احلي,pos
احنا معاك,احنا معاك,pos
ادها وادود,ادها وادود,pos
الله عليكم,اله عليكم,pos
الله عليه,اله,pos
الله يفتح عليك,اله يفتح,pos
الله يمسيك بالخير,اله يمسيك بالخير,pos
الله يمسيه بالخير,اله يمسيه بالخير,pos
الله ينور,اله ينور,pos
الله يوعدنا,اله يوعدنا,pos
اللي جاي احلي,جاي احلي,pos
الناس الجامده,الناس الجامده,pos
انا معاك,معاك,pos
اول الغيث قطره ,الغيث قطره,pos
ايد واحده,ايد واحده,pos
ايوا بقا,ايوا بقا,pos
ايوه كده,ايوه كده,pos
أهو كده,اهو كده,pos
بتفكر صح,بتفكر صح,pos
بتفهم في الأصول ,بتفهم الاصول,pos
بتقول حكم,بتقول حكم,pos
بتونس بك,بتونس,pos
بحبك موت,بحبك موت,pos
بعيط من الفرحه,بعيط الفرحه,pos
بفكر صح,بفكر صح,pos
بفكر فيك,بفكر فيك,pos
بكره احلي,بكره احلي,pos
بلاش تبعد,بلاش تبعد,pos
بموت فيك,بموت فيك,pos
بموت فيكي,بموت فيكي,pos
بنت اصول,بنت اصول,pos
بنت ناس,بنت ناس,pos
بيعيط من الفرحه,بيعيط الفرحه,pos
بيفكر صح,بيفكر صح,pos
بيفهم في الأصول ,بيفهم الاصول,pos
بيقول حكم,بيقول حكم,pos
تستاهل كل خير,تستاهل خير,pos
تستاهلوا كل خير,تستاهلوا خير,pos
تسلم اديك,تسلم اديك,pos
تسلم ايدك,تسلم ايدك,pos
تصبحوا ع خير,تصبحوا خير,pos
تصبحوا ع سعاده,تصبحوا سعاده,pos
تعبك راحه,تعبك راحه,pos
تفكيرك صح ,تفكيرك صح,pos
تفكيرك في محله,تفكيرك محله,pos
تيجي علي بالي,تيجي بالي,pos
جامد اوي,جامد اوي,pos
حاجه تشرح,حاجه تشرح,pos
حاجه حلوه,حاجه حلوه,pos
حب كتير,حب كتير,pos
حضن كبير,حضن كبير,pos
حقك عليا,حقك عليا,pos
حمد الله ع السلامه ,حمد اله السلامه,pos
حمد الله علي السلامه ,حمد اله السلامه,pos
حمد الله علي سلامتك ,حمد اله سلامتك,pos
حمد الله علي سلامتكم ,حمد اله سلامتكم,pos
حموت من الضحك,حموت الضحك,pos
حياه قلبي,حياه قلبي,pos
دا انتي تامري,دا انتي تامري,pos
دعوة كريمة ,دعوه كريمه,pos
دماغه عاليه,دماغه عاليه,pos
دماغها حلوه,دماغها حلوه,pos
دماغها عاليه,دماغها عاليه,pos
دمك خفيف,دمك خفيف,pos
دمه خفيف,دمه خفيف,pos
ده فنان,ده فنان,pos
دي فنانه,دي فنانه,pos
ذوقك عالي,ذوقك عالي,pos
رافع راسنا,رافع راسنا,pos
ربك كريم,ربك كريم,pos
ربنا ما يحرمني,ربنا يحرمني,pos
ربنا معاك,ربنا معاك,pos
ربنا معاكم,ربنا معاكم,pos
ربنا نفخ في صورته,ربنا نفخ صورته,pos
ربنا يباركلك,ربنا يباركلك,pos
ربنا يديم المحبه,ربنا يديم المحبه,pos
ربنا يزيد,ربنا يزيد,pos
ربنا يزيد ويبارك,ربنا يزيد ويبارك,pos
ربنا يزيدك,ربنا يزيدك,pos
ربنا يسعدك,ربنا يسعدك,pos
ربنا يفتح عليك,ربنا يفتح,pos
ربنا يفتح عليه,ربنا يفتح,pos
ربنا يكتر من,ربنا يكتر,pos
ربنا يكرمك,ربنا يكرمك,pos
ربنا يكملك بعقلك,ربنا يكملك بعقلك,pos
ربنا ينفخ في صورتك ,ربنا ينفخ صورتك,pos
ربنا يوعدنا,ربنا يوعدنا,pos
ربنا يوفقك,ربنا يوفقك,pos
ريحتها حلوه,ريحتها حلوه,pos
زي العسل,زي العسل,pos
زي القمر,زي القمر,pos
زياده الخير خيرين,زياده الخير خيرين,pos
سلم ايدك,سلم ايدك,pos
سمن علي عسل,سمن عسل,pos
سنه حلوه,سنه حلوه,pos
سنه سعيده,سنه سعيده,pos
سوبر ستار,سوبر ستار,pos
سوبر لايك,سوبر لايك,pos
سوبرستار,سوبرستار,pos
سوبرلايك,سوبرلايك,pos
صباح الفل,الفل,pos
صباح الهنا,الهنا,pos
صباحك  محبه,صباحك محبه,pos
صباحك امل,صباحك امل,pos
صباحك سعاده,صباحك سعاده,pos
صباحك عسل,صباحك عسل,pos
صباحك ورد ,صباحك,pos
ضربه معلم,ضربه معلم,pos
عالحلوه والمره,عالحلوه والمره,pos
عداك العيب,عداك العيب,pos
عشره علي عشره,عشره عشره,pos
علي الحلوه والمره,الحلوه والمره,pos
علي بالي,بالي,pos
علي سنجه عشره,سنجه عشره,pos
عندك حق,عندك حق,pos
عنده ضمير,عنده ضمير,pos
عينيه مليانه,عينيه مليانه,pos
فلقه القمر,فلقه القمر,pos
في تحسن,تحسن,pos
قد المسئولية,المسءوليه,pos
قدم الخير,قدم الخير,pos
قدم السعد,قدم السعد,pos
قدم الهنا,قدم الهنا,pos
قدها وادود,قدها وادود,pos
قلبي معاك,قلبي معاك,pos
كتر خيرك,كتر خيرك,pos
كتر خيرهم,كتر خيرهم,pos
كلنا معاك,كلنا معاك,pos
كله تمام,كله تمام,pos
كله يهون,كله يهون,pos
لك واحشه,واحشه,pos
لوف  يو,لوف يو,pos
لوف يو,لوف يو,pos
ليك واحشه,ليك واحشه,pos
ما تتوصفش,توصفش,pos
ما فيش اجمل من ,فيش اجمل,pos
ما فيش احسن من ,فيش احسن,pos
ما فيش احلي من ,فيش احلي,pos
ما فيش اطعم من ,فيش اطعم,pos
ما فيش الذ من ,فيش الذ,pos
مافيش اجمل من ,مافيش اجمل,pos
مافيش احسن من ,مافيش احسن,pos
مافيش احلي من ,مافيش احلي,pos
مافيش اطعم من ,مافيش اطعم,pos
مافيش الذ من ,مافيش الذ,pos
مالوش ديه,مالوش ديه,pos
مجبور الخاطر,مجبور الخاطر,pos
مسك الختام,مسك الختام,pos
معاك حق,معاك حق,pos
مفيش اجمل من ,مفيش اجمل,pos
مفيش احسن من ,مفيش احسن,pos
مفيش احلي من ,مفيش احلي,pos
مفيش اطعم من ,مفيش اطعم,pos
مفيش الذ من ,مفيش الذ,pos
من بقك لباب السما,بقك لباب السما,pos
من عنيا,عنيا,pos
من نجاح لنجاح,نجاح لنجاح,pos
ميه ميه,ميه ميه,pos
نضف اوي,نضف اوي,pos
نور عيني,نور عيني,pos
هو دا الكلام,دا الكلام,pos
هو ده الشغل,ده الشغل,pos
هو ده الكلام,ده الكلام,pos
وش الخير,وش الخير,pos
ولاد اصول,ولاد اصول,pos
ولاد ناس,ولاد ناس,pos
يا بختك,بختك,pos
يا بختكم,بختكم,pos
يا بخته,بخته,pos
يا منتا كريم يا رب,منتا كريم رب,pos
يا نجم,نجم,pos
يامشرفنا,يامشرفنا,pos
يجبر بخاطرك,يجبر بخاطرك,pos
يجبر بخاطركم,يجبر بخاطركم,pos
يخرب بيت حلاوتك,يخرب بيت حلاوتك,pos
يستاهل كل خير,يستاهل خير,pos
يسعد مساك,يسعد مساك,pos
يسعد مساكم,يسعد مساكم,pos
يسلم فمك,يسلم فمك,pos
يسلم فومك,يسلم فومك,pos
يفرح قلبك ,يفرح قلبك,pos
 خازوق,خازوق,neg
اباحه,اباحه,neg
ابالس,ابالس,neg
ابتزيتم,ابتزيتم,neg
ابضن,ابضن,neg
ابن الزانيه,ابن الزانيه,neg
ابن الشرموطه,ابن الشرموطه,neg
ابن الكلب,ابن الكلب,neg
ابن اللبوه,ابن البوه,neg
ابن المتناكه,ابن المتناكه,neg
ابن الوسخه,ابن الوسخه,neg
ابن سلول,ابن سلول,neg
ابن موزه,ابن موزه,neg
ابن وسخه,ابن وسخه,neg
ابو وشين,ابو وشين,neg
اتألش,اتالش,neg
اتأمص,اتامص,neg
اتبهدل,اتبهدل,neg
اتبهدلت,اتبهدلت,neg
اتبهدلتم,اتبهدلتم,neg
اتجنن,اتجن,neg
اتجننتم,اتجنتم,neg
اتحاكم,اتحاكم,neg
اتحبس,اتحبس,neg
اتحبست,اتحبست,neg
اتحبستم,اتحبستم,neg
اتحنطر,اتحنطر,neg
اتخانق,اتخانق,neg
اتخدعت,اتخدعت,neg
اتخدعتم,اتخدعتم,neg
اتخرستم,اتخرستم,neg
اتخمد,اتخمد,neg
اتخمدتم,اتخمدتم,neg
اتخميت,اتخميت,neg
اتخميتم,اتخميتم,neg
اتخنقت,اتخنقت,neg
اتخنقتم,اتخنقتم,neg
اتدبحت,اتدبحت,neg
اتدبحتم,اتدبحتم,neg
اتذل,اتذل,neg
اتذليتم,اتذليتم,neg
اترحل,اترحل,neg
اترمت,اترمت,neg
اتريق,اتريق,neg
اتسجنت,اتسجنت,neg
اتسجنتم,اتسجنتم,neg
اتسحبت,اتسحبت,neg
اتسحل,اتسحل,neg
اتسحلت,اتسحلت,neg
اتسحلتم,اتسحلتم,neg
اتسرق,اتسرق,neg
اتسرقت,اتسرقت,neg
اتشألط ,اتشالط,neg
اتشتم,اتشتم,neg
اتشحور,اتشحور,neg
